title,datetime,location,address,latitude,longitude,description,link
Checkpoint Karlsruhe | 29.07.2025,2025-07-29T18:30:00,AIDS-Hilfe Karlsruhe e.V. - Zentrum für sexuelle Gesundheit,"Sophienstraße 102, 76135 Karlsruhe",49.0080257,8.3825952,"Jeden Dienstagabend von 18:30 - 20:00 Uhr können Sie sich in unserem Checkpoint auf HIVund andere sexuell übertragbare Infektionen (STI)testen lassen.Testung nur mit telefonischer Anmeldung unter 0721 / 35 48 16 0Hinweis: Bei Symptomen (z.B. Juckreiz, Ausfluss) bitte direkt in ärztliche Behandlung begeben. Wir sind KEINE ärztliche Einrichtung!Der Zugang ist barrierefrei!ZeSIA Karlsruhe | Sophienstraße 102, 76135 KarlsruheWeitere Infos unter: www.zesia-ka.de",https://kalender.karlsruhe.de/db/termine/checkpoint_karlsruhe29072025n
VORLESEZEIT in Durlach,2025-07-29T16:00:00,Stadtbibliothek Karlsruhe - Stadtteilbibliothek Durlach,"Pfinztalstraße 9, Karlsburg, 76227 Karlsruhe",,,"Amletzten Dienstag im Monatkannst du es dirum 16 Uhrbei der VORLESEZEIT in Durlachgemütlich machen und spannenden Geschichten auf der Lesetreppe 
lauschen. Das Angebot kann ohne vorherige Anmeldung besucht werden und 
richtet sich an Kinder ab 3 Jahren.Zielgruppe:ab 3 JahrenAnmeldung:ohne AnmeldungEintritt:kostenfreiOrt:Stadtteilbibliothek DurlachIllustration: AdobeStock - GoodStudio",https://kalender.karlsruhe.de/db/termine/literatur/vorlesezeit_in_durlach-2
Unternehmertag Auszubildende und Fachkräfte aus Indien,2025-07-29T14:30:00,Zentrum für Kunst und Medien (ZKM),"Lorenzstraße 19, 76135 Karlsruhe",49.0012852,8.3836005,,https://kalender.karlsruhe.de/db/termine/wirtschaft/unternehmertag_auszubildende_und_fachkrafte_aus_indien
Bücherblitz im Turmbergbad,2025-07-29T14:00:00,Durlach,Durlach Innenstadt,,,"Wir sind mit unserem Lastenfahrrad ""Bücherblitz"" im Turmbergbad Durlach und sorgen mit einer bunten Medienauswahl für Unterhaltung zwischendurch. An einzelnen Terminen bieten wir auch Vorlesen und andere Aktionen an. Kommt vorbei!Zielgruppe:alle InteressiertenOrt:Turmbergbad Durlach, Alte Weingartener Str. 40, 76227 KarlsruheFoto: AdobeStock - zamuruev",https://kalender.karlsruhe.de/db/termine/literatur/bucherblitz_im_turmbergbad
Sprechstunde: Einfach digital!,2025-07-29T10:00:00,Stadtbibliothek Karlsruhe - Stadtbibliothek im Neuen Ständehaus,"Ständehausstraße 2, 76133 Karlsruhe",49.0089211,8.4003588,"Sie haben Fragen zu Ihrem Smartphone oder einer App? Ihr Tablet 
bereitet Ihnen Kopfzerbrechen? Das neue Update will einfach nicht 
funktionieren? In eineroffenen Sprechstunde jeden Dienstaghilft ein*e 
Mitarbeiter*in der Stadtbibliothek bei Problemenrund um Ihre digitalen 
Endgeräte(Smartphone, Tablet oder Laptop) und deren Nutzung.Bei Fragen zu unserer 
Online-Bibliothek ""Onleihe"" oder der Nutzung von E-Book-Readern besuchen
 Sie bitte unsere Onleihe-Sprechstunde jeden Mittwoch und Donnerstag.Zielgruppe:alle Menschen mit Fragen rund ums SmartphoneAnmeldung:ohne AnmeldungEintritt:kostenfreiOrt:Stadtbibliothek im Neuen Ständehaus, Infotheke im 1. OG",https://kalender.karlsruhe.de/db/termine/literatur/sprechstunde_einfach_digital-29
Der Reformstau in der katholischen Kirche - warum tut sie sich mit Veränderungen so schwer?,2025-07-28T16:00:00,Erlöserkirche der Evangelischen methodistischen Kirche,"Hermann-Billing-Straße 11, 76137 Karlsruhe",49.0037665,8.3987642,"Prof. Dr. Oliver Wintzek, MannheimTeilnahmegebühr: 5,00 €",https://kalender.karlsruhe.de/db/termine/literatur/der_reformstau_in_der_katholischen_kirche
Heimatstadt Karlsruhe Stadtführung,2025-07-28T14:00:00,Tourist-Information am Marktplatz,"Kaiserstraße 72-74, 76133 Karlsruhe",49.0097995,8.4041251,"Trotz seinen gerade einmal 300 Jahren blickt Karlsruhe auf eine bewegte Vergangenheit zurück. Als barocke Planstadt ein Novum seiner Zeit, hat sich die Stadt diesen Pioniergeist bis heute erhalten. Unterwegs mit unseren Stadtführern erfahren Sie alles über die Entstehung Karlsruhes und den Werdegang der Stadt zu einem wichtigen Kultur- und Innovationsstandort. Gespickt mit witzigen Anekdoten und den persönlichen Geheimtipps unserer besten Stadtkenner wird jede Führung ein besonderes Erlebnis.",https://kalender.karlsruhe.de/db/termine/stadtleben/heimatstadt_karlsruhe_stadtfuhrung-284
Freies Tanzen Karlsruhe,2025-07-27T21:00:00,"Altes Stadion, KIT Campus Süd","Engesserstraße 17, 76131 Karlsruhe",49.011175,8.4146076,barfuss oder mit Tanzschuhen auf Parkettboden in der grossen Sporthalleimmer 2 DJ:Janes von zur Zeit 12 Aktivenkeine Anmeldung erforderlichkommt einfach zwischen 21-23 Uhr vorbeimit der Bitte um Geld-Einwurf in die am DJ Pult stehende Spendendose entsprechend eurer Wertschätzung,https://kalender.karlsruhe.de/db/termine/theater/freies_tanzen_karlsruhe-77
Internationaler Orgelsommer Karlsruhe,2025-07-27T20:30:00,Ev. Stadtkirche Karlsruhe,"Marktplatz, 76133 Karlsruhe",49.0089483,8.4038789,"3. Konzert mit Victoria Ulriksen, OsloWerke von Bach, Bunk, NordstogaDer Internationale Orgelsommer Karlsruhe – an sechs Sonntagen im Juli und August – ist seit Jahren ein Forum für herausragende Organistinnen und Organisten aus aller Welt. Die beiden hervorragenden Orgeln der Stadtkirche ermöglichen eine adäquate Umsetzung nahezu aller Stilbereiche.Vor jedem Orgelkonzert gibt es in der Talk-Runde „Das Blaue Sofa“ (19.30–20.00 Uhr) die Möglichkeit, mit dem Organisten des Abends ins Gespräch zu kommen und zugleich eine Einführung in das Konzertprogramm zu erhalten.Kartenvorverkauf:> www.tickets-stadtkirche.de> Musikhaus Schlaile, Kaiserstr. 175, Karlsruhe> Touristinformation Karlsruhe, Marktplatz> Buchhandlung Mächtlinger, Pfinztalstr. 36, Durlach",https://kalender.karlsruhe.de/db/termine/musik/internationaler_orgelsommer_karlsruhe-19
Aurora - Wunder des Nordlichts,2025-07-27T19:00:00,PLANET KA Planetarium Karlsruhe,"Alter Schlachthof 4, 76131 Karlsruhe",49.0039151,8.4304661,"Das Polarlicht gehört zu den wunderbarsten Naturerscheinungen, die man erleben kann: als Nordlicht („Aurora Borealis“) im hohen Norden und als Südlicht („Aurora Australis“) im tiefen Süden.Dem koreanischen Astrophotographen Kwon O Chul gelang es weltweit zum ersten Mal, diese Leuchterscheinung in ihren vielen Facetten aufzunehmen. In Echtzeit und 4K-Auflösung offenbart die ultra-hochempfindliche Kameratechnik die Schönheit und Vielfalt des Polarlichts – ein grandioser Tanz der Formen und Farben im „Rundum-Format“ an der Sternenkuppel des Planetariums!Originalaufnahmen von Bord der Internationalen Raumstation ISS und naturgetreue Computer-Visualisierungen bringen uns Legenden und die wissenschaftliche Untersuchung der Polarlichter näher.Eine Produktion von Kwon O ChulZur Einleitung präsentieren wir live den aktuellen Sternenhimmel über Karlsruhe.Dauer ca. 60 MinutenFür Erwachsene und Kinder ab 10 JahreEinlass: ab ca. 30 Min. vor Beginn.Bitte beachten: Kein Nacheinlass!Ungenutzte Tickets verfallen ersatzlos.",https://kalender.karlsruhe.de/db/termine/wirtschaft/aurora_wunder_des_nordlichts-6
Durlacher Kultursommer 2025,2025-07-27T19:00:00,Schlossgarten Durlach,"Schlossgarten Durlach,  Durlach",48.996263,8.4748438,"Der brasilianische Sänger, Gitarrist und Songwriter Ivan Santos wurde in Paraiba im Nordosten Brasiliens geboren und lebt seit über 25 Jahren in Hessen. Solo oder mit seinem Trio spielt Santos auch in anderen Ländern Europas. Auf der Bühne spielt Santos eine raffinierte Art von brasilianischem Folk-Pop, welcher weit über Bossa Nova und Samba hinausgeht.",https://kalender.karlsruhe.de/db/termine/stadtleben/durlacher_kultursommer2025n-5
Der Anruf,2025-07-27T19:00:00,Das Sandkorn Theater & Mehr,"Kaiserallee 11, 76133 Karlsruhe",49.0102313,8.3851507,"In diesem hochspannenden Bühnenkrimi ist nichts so, wie es scheint!Während ihrer Nachtschicht im Computer-Callcenter erhält Mitarbeiterin Eva einen folgenreichen Anruf: Marc hat Probleme mit seinem Laptop. Eva hilft dem sympathischen Anrufer gern, und das Gespräch wird zunehmend privat: Marc lässt seinen Charme spielen, zeigt sich als aufmerksam und witzig. Die beiden flirten miteinander, tauschen Komplimente aus – ein Treffen bahnt sich an.Doch der Schein trügt: Denn Marc entpuppt sich als Evas Stalker, der beängstigend detaillierte Einblicke in ihr Privatleben genießt. Zwischen der Callcenter-Mitarbeiterin und dem Anrufer beginnt ein Katz-und-Maus-Spiel, in dessen Verlauf der Mann am Telefon immer mehr zur ernstzunehmenden Bedrohung wird. Denn auch Eva hütet ein dunkles Geheimnis …Das bedrohliche Spiel rund um Täter und Opfer hält den Zuschauer bis zum Schluss in Atem. Denn in diesem überraschenden Krimi voller unerwarteter Wendungen ist niemand ohne Schuld.Auf der Bühne: Sandra Förster, Oliver FobeRegie: Karsten Engelhardt",https://kalender.karlsruhe.de/db/termine/theater/der_anruf-37
"""Musikalische Highlights""",2025-07-27T18:00:00,Evangelische Laurentiuskirche Hagsfeld,"Schäferstraße 11, 76139 Karlsruhe",49.0278169,8.4614735,"Komponisten von Bach bis GubaidulinaModeriertes KonzertHeidrun Paulus, Flöte, ModerationNaila Alvarenga Lahmann, Klavier",https://kalender.karlsruhe.de/db/termine/musik/musikalische_highlights
Science Slam @DAS FEST,2025-07-27T17:25:00,TRIANGEL Transfer | Kultur | Raum,"Kaiserstraße 93, 76133 Karlsruhe",49.0092217,8.4087317,"Anlässlich des 200-Jährigen Jubiläums des KIT präsentieren Wissenschaftlerinnen und Wissenschaftler kurz, anschaulich und mitreißend, wie Forschung die Zukunft verändert. Nur 10 Minuten haben sie Zeit, um das Publikum mit ihrem Slam zu überzeugen, wobei der Einsatz kreativer Mittel wie Performances, Visualisierungen oder Live-Experimente ausdrücklich erwünscht ist. Der Zukunftsforscher Johannes Kleske erläutert dabei, warum gute Ideen für eine bessere Zukunft so häufig scheitern und zeigt alternative Wege auf. Kathrin Viergutz findet Antworten auf die Frage, ob wir bald mit autonomen Shuttles statt Bussen unterwegs sein werden, während Andreas Schäfer den Klimawandel näher unter die Lupe nimmt. Last but not least entführt Hannah Meyer das Publikum in die Wüste und geht der Frage auf den Grund, wie Saharastaub unsere Umwelt beeinflusst, bevor das Publikum mit tosendem Applaus die Siegerin oder den Sieger des Abends kürt.Der Science Slam ist ein Projekt des Wissenschaftsbüros der Wirtschaftsförderung der Stadt Karlsruhe, des KIT und des TRIANGEL Transfer | Kultur | Raum.Weitere Informationen folgen.",https://kalender.karlsruhe.de/db/termine/wirtschaft/science_slam_das_fest
Die SONNE - unser lebendiger Stern,2025-07-27T17:00:00,PLANET KA Planetarium Karlsruhe,"Alter Schlachthof 4, 76131 Karlsruhe",49.0039151,8.4304661,"Die SONNE - unser lebendiger SternDie Sonne scheint schon seit viereinhalb Milliarden Jahren auf unsere Erde und erwärmt sie inmitten eines unbarmherzig kalten Weltraums. Sie ist unser nächster Stern und das Kraftwerk unseres Planeten, die Quelle der Energie, die Wind und Wetter und alles Leben antreibt.Der Lauf der Sonnenscheibe über den Himmel - Tag für Tag, Monat für Monat - war für unzählige frühere Zivilisationen die einzige Möglichkeit, die Zeit zu messen.Die Sonne hat es in sich: Obwohl die Sonne ein typischer Zwergstern ist, verbraucht sie jede Sekunde 600 Millionen Tonnen Wasserstoff und ist 500 Mal so massiv wie alle Planeten zusammen.Entdecken Sie die Geheimnisse unseres Sterns in dieser Planetariumsshow und erleben Sie nie zuvor gesehene Bilder der gewaltigen Oberfläche der Sonne in einem beeindruckenden Fulldome-Format und lernen Sie den wichtigsten Stern Ihres Lebens besser kennen!Dauer der Veranstaltung: ca. 60 MinutenAb 10 JahrenEinlass: jeweils ab ca. 30 Min. vor Beginn.Bitte beachten: Kein Nacheinlass möglich!Ungenutzte Tickets verfallen ersatzlos.",https://kalender.karlsruhe.de/db/termine/wirtschaft/die_sonne_unser_lebendiger_stern-20
Szenen einer Stadt. Der Karlsruher Fotograf Horst Schlesiger,2025-07-27T16:30:00,Stadtmuseum im Prinz-Max-Palais,"Karlstraße 10, 76133 Karlsruhe",49.0111857,8.3947581,"Anlässlich des 100. Geburtstags von Horst Schlesiger präsentiert das Stadtmuseum im Prinz-Max-Palais bis 26. Oktober 2025 in der Sonderausstellung ""Szenen einer Stadt. Der Karlsruher Fotograf Horst Schlesiger"" rund 300 Aufnahmen, die umfassende und vielfältige Einblicke in sein Werk ermöglichen.Bei der Führung durch die Ausstellung vermittelt Susanne Stephan-Kabierske spannende Einblicke in das Leben und Werk Horst Schlesigers.Eine Anmeldung ist nicht erforderlich, die Teilnahme an der Führung ist kostenlos bzw. im Eintrittspreis inbegriffen.Abbildung:Passanten beim Überqueren der Karlstraße an einem regnerischen Tag im
Mai, im Hintergrund die Hauptpost, 1965.© Stadtarchiv Karlsruhe, Bildarchiv Schlesiger",https://kalender.karlsruhe.de/db/termine/ausstellungen/szenen_einer_stadt_der_karlsruher_fotograf-10
"Brummi, Monza und Milano. Mopeds der Durlacher Firma Gritzner",2025-07-27T16:30:00,Pfinzgaumuseum Karlsburg Durlach,"Pfinztalstraße 9, 76227 Karlsruhe",48.9984759,8.4738226,"Die 1872 in Durlach gegründete Firma Gritzner-Kayser verkaufte ihre Nähmaschinen in über 80 Länder weltweit. Weniger bekannt ist, dass sie in den 1950er- und frühen 1960er-Jahren auch Mopeds
produzierte. Diesem Teil der Firmengeschichte Gritzner-Kaysers widmet das Pfinzgaumuseum bis 18. Januar 2026 eine Sonderausstellung.Bei der Führung begleiten Interessierte Eva Unterburg auf einen Rundgang durch die Ausstellung und erfahren Spannendes über die Firmengeschichte sowie über die Produktion und
Besonderheiten der einzelnen Mopedmodelle.Eine Anmeldung ist nicht erforderlich, die Teilnahme an der Führung ist kostenlos bzw. im Eintrittspreis
inbegriffen.Abbildung:Die Filmschauspielerinnen Isa und Jutta Günther auf dem Moped Monza von
Gritzner-Kayser, 1962.Stadtarchiv Karlsruhe 8/FA Gritzner 845",https://kalender.karlsruhe.de/db/termine/ausstellungen/brummi_monza_und_milano_mopeds_der_durlacher-2
