title,datetime,location,address,latitude,longitude,description,link
"Furzipups, der Knatterdrache (ab 3)",2025-08-03T14:00:00,Waldzentrum Karlsruhe,"Linkenheimer Allee 10, 76131 Karlsruhe",49.0304857,8.4067057,"nach dem bekannten Kinderbuch von Kai LüftnerDer kleine Drache Furzipups, der zur Gattung der Knatterdrachen gehört, führt kein einfaches Leben. 
Im Gegensatz zu seinen Artgenossen gelingt ihm das Feuerspucken einfach überhaupt nicht. 
Dabei ist es sogar Pflicht für einen richtigen Drachen, dass er bei Gefahr Feuer spuckt. 
So sehr er es auch versucht, über ein paar kleine Rauchwölkchen kommt er nicht hinaus. Stattdessen kommt bei ihm immer nur ein dicker Pups..Spiel: Sebastian Kreutz   Regie: Thomas Hänsel",https://kalender.karlsruhe.de/db/termine/theater/furzipups_der_knatterdrache_ab3n-48
Offene Pforte 2025,2025-08-03T14:00:00,Private Gärten und Höfe der Offenen Pforte,,,,"Ein die ganze Vegetationszeit über blühender Hausgarten von 210 Quadratmetern, der vom Wohn- und Esszimmer aus gut im Blick liegt. Von hier aus ist auch die mittlerweile große Feige zu sehen, die eine üppige Ernte bringt. In verschiedene sonnige und schattige Staudenbereiche aufgeteilt, wird der Garten von einer Hainbuchenhecke eingefasst. Hinter dem Carport gibt es einen Nutzgarten mit Gemüse und Kräuterhochbeet. Rosen, Hortensien und Dahlien sind mit einer Vielzahl blühender Stauden und Gräsern gemischt und erzeugen ein buntes, lebhaftes Bild. Den Ursprung allen Lebens, das Element Wasser, bringen ein Quellstein und ein Hausbrunnen in den Garten.Wo?Heideweg 14 a, Stadtteil: Neureut-HeideWann?Sonntag, 3. August von 14 bis 18 UhrWer?Karin und Lothar Heß",https://kalender.karlsruhe.de/db/termine/stadtleben/offene_pforte2025n-23
Auf den Spuren der Karlsruher Fußballgeschichte,2025-08-03T14:00:00,City Tour durch Karlsruhe,,,,"Diese ganz besondere Stadtführung per Rad beginnt am Carl-Friedrich-Denkmal zwischen Marktplatz und Schloß.Die ca. 2 -stündige Fahrradtour dreht sich ganz um das Thema Fußball in Karlsruhe von der Geschichte bis in die Gegenwart.Wildparkstadion, Engländerplatz sowie das ehemalige KFV Stadion an der Herzstrasse werden angefahren.Die  Teilnehmern dieser interessanten Fahrradtour erfahren viel über die ehemaligen Fußballspieler Gottfried Fuchs, Julius Hirsch, Walther Bensemann und anderen bekanntenFußballspieler, die zu der Entwicklung des Fußballs in Karlsruhe viel beigetragen haben.Auch die Dauerausstellung ""Ein Stadion schreibt Geschichte"" im angrenzenden Altersheim ""Karlsruher Weg"" ist Bestandteil der Fahrradtour.Auch für Gruppen ist diese Führung nach Absprache mit dem Veranstalter jederzeit möglich.Anmeldung erforderlich unter: Marc.Fischer@boservice.org oder Telefon: 0721/91679888 mobil: 01702935072Preise:Erwachsene: Euro 15,00Kinder und Jugendliche 6-14 Jahre: freiInternet: www.stadtfuehrungen-karlsruhe.de",https://kalender.karlsruhe.de/db/termine/stadtleben/auf_den_spuren_der_karlsruher_fuballgeschichte-26
"""Tag der offenen Tür"" im Badischen Schulmuseum Karlsruhe",2025-08-03T13:00:00,"Badisches Schulmuseum Karlsruhe, Waldenserschule Palmbach","Henri-Arnaud-Straße 7, 76228 Kalsruhe - Palmbach",,,"Zum einem""Tag der offenen Tür""lädt das Badische Schulmuseum in die ehemalige Waldenserschule in den Stadtteil Palmbach ein.Betreten Sie eine Welt, in der Schiefertafel, Fibel, Feder und Tintenfass einst treue Begleiter im Unterricht waren - heute wirken sie im Zeitalter von Laptops, Handys und Co. wie Relikte aus einer anderen Zeit. Er erwartet Sie ein historisches Klassenzimmer aus früherer Zeit und ein Klassenzimmer aus den 50er Jahren sowie eine liebevoll eingerichtete Lehrerwohnung ""anno 1890"" im Dachgeschoss. Darüber hinaus Exponate zu den Themen Schule und Religion.Ein historisches Highlight ist dasSchulwandbild ""Palmbacher Märchenwelt""von 1929, erschaffen vom bekannten deutschen Maler Hans Fischer-Schuppach.Gerne begrüßen wir Sie bei Kaffee und Kuchen im Schulmuseum.Für Besuchergruppen und Schulklassen vereinbaren wir gerne Termine für einen historischen Schulunterricht bei Fräulein Lehrerin.Bei einem Besuch in Palmbach können Sie außerdem den örtlichen Waldenserweg erkunden. Siehe www.waldenserweg.de",https://kalender.karlsruhe.de/db/termine/stadtleben/tag_der_offenen_tur_im_badischen_schulmuseum_karlsruhe-2
Wasserspiele,2025-08-03T13:00:00,Naturschutzzentrum Karlsruhe-Rappenwört,"Hermann-Schneider-Allee 47, 76189 Karlsruhe",48.9961878,8.3035929,"Heute heißt es wieder „Wasser marsch“ an unserem 
Wasser-Experimentierfeld. Es sind alle willkommen, die gerne im und mit 
Wasser spielen. Der Wassererlebnis-Nachmittag wird von einer 
pädagogischen Fachkraft betreut, die den kleinen und großen Bastlern 
gerne mit Rat und Tat zur Seite steht.Leitung:Gudrun Löffler, NaturpädagoginTeilnahmegebühr:4,00 € / PersonAnmeldung bis10.07.2025 erforderlich.",https://kalender.karlsruhe.de/db/termine/stadtleben/wasserspiele-16
Karlsruhe - Fußballhauptstadt Deutschlands?,2025-08-03T11:00:00,Schlossplatz - Karl-Friedrich-Denkmal,"Schlossplatz, 76133 Karlsruhe",49.0122214,8.40416,"Stadtführungen einmal anders - spannend, informativ und immer überraschend! Die Führungen von stattreisen Karlsruhe 
e.V. ermöglichen neue 
Einblicke in Geschichte und Architektur, in das Alltagsleben früherer Zeiten - und in verborgene Ecken und Winkel
der Stadt, die Einheimische und Gäste der Stadt gleichermaßen faszinieren.Anmeldung und Informationen zur Teilnahmegebühr auf der Website!",https://kalender.karlsruhe.de/db/termine/stadtleben/karlsruhe_fuballhauptstadt_deutschlands-6
"Furzipups, der Knatterdrache (ab 3)",2025-08-03T11:00:00,Waldzentrum Karlsruhe,"Linkenheimer Allee 10, 76131 Karlsruhe",49.0304857,8.4067057,"nach dem bekannten Kinderbuch von Kai LüftnerDer kleine Drache Furzipups, der zur Gattung der Knatterdrachen gehört, führt kein einfaches Leben. 
Im Gegensatz zu seinen Artgenossen gelingt ihm das Feuerspucken einfach überhaupt nicht. 
Dabei ist es sogar Pflicht für einen richtigen Drachen, dass er bei Gefahr Feuer spuckt. 
So sehr er es auch versucht, über ein paar kleine Rauchwölkchen kommt er nicht hinaus. Stattdessen kommt bei ihm immer nur ein dicker Pups..Spiel: Sebastian Kreutz   Regie: Thomas Hänsel",https://kalender.karlsruhe.de/db/termine/theater/furzipups_der_knatterdrache_ab3n-47
Kostümführung,2025-08-03T11:00:00,Durlach,Durlach Innenstadt,,,"Als Erfinderin dieses Rundgangs schlüpfe ich gerne selbst in die von mir geschöpften Rolle der „Weißen Frau vom Turmberg“, Durlachs hauseigener Sagen- und Legendenfigur. Dabei könnt ihr Zeugen werden der schaurigen Überlieferungen vergangener Zeiten auf meinem Streifzug rings um den Durlacher Turmberg, sowie des Volksglaubens, der tief im Bewusstsein der Bevölkerung verwurzelt ist. Auf spannende Weise könnt ihr bei dieser Führung alle wichtigen historischen Begebenheiten über die Besiedlung des Turmbergs und seiner ersten Bewohner, der geologischen Besonderheit des Turmbergs, des Turmbergbähnles und seiner Gastronomieentwicklung, über die Durlacher Schützen und einiger gruseligen Geschichten rund um die ""Weiße Frau vom Turmberg"" selbst erhalten.Treffpunkt:Turmbergterrasse neben der Bergstation der ehemaligen Turmbergbahn.Dauer: 2 StundenEmpfehlung:Wetterfeste Kleidung und gutes Schuhwerk für das unebene Terrain rund um den Turmberg.Wichtig: Für diese Führung ist eine verbindliche Voranmeldung erforderlich unter:Telefon: 0721 9483404 oder per Email: kulturmanagement@email.dePreis pro Gast: 18,00 €, ermäßigt 14 (bitte möglichst passend bereit halten)Mindestteilnehmerzahl: 3 Gäste, maximal 25 Gäste. Es gilt die Reihenfolge der Anmeldung.Gruppentermine können gerne in Absprache vereinbart werden.Ihre Daten dienen nur der Anmeldeübersicht oder für eventuelle unvorhergesehene wichtige Informationen. Alle aufgenommenen Daten werden unmittelbar nach Beendigung der bezahlten Führung wieder gelöscht.Die Führung findet bei (fast) jedem Wetter statt und wird nur aufgrund von außergewöhnlichen Ereignissen abgesagt.Es gelten meine Datenschutz- und AGB-Bestimmungen, die auf Wunsch zugesandt werden. Änderungen bleiben vorbehalten.",https://kalender.karlsruhe.de/db/termine/stadtleben/kostumfuhrung-35
Heimatstadt Karlsruhe Stadtführung,2025-08-03T11:00:00,Tourist-Information am Marktplatz,"Kaiserstraße 72-74, 76133 Karlsruhe",49.0097995,8.4041251,"Trotz seinen gerade einmal 300 Jahren blickt Karlsruhe auf eine bewegte Vergangenheit zurück. Als barocke Planstadt ein Novum seiner Zeit, hat sich die Stadt diesen Pioniergeist bis heute erhalten. Unterwegs mit unseren Stadtführern erfahren Sie alles über die Entstehung Karlsruhes und den Werdegang der Stadt zu einem wichtigen Kultur- und Innovationsstandort. Gespickt mit witzigen Anekdoten und den persönlichen Geheimtipps unserer besten Stadtkenner wird jede Führung ein besonderes Erlebnis.",https://kalender.karlsruhe.de/db/termine/stadtleben/heimatstadt_karlsruhe_stadtfuhrung-346
Eine von mehreren Sternwanderungen nach Waldbronn,2025-08-03T08:00:00,Haltestelle Durlach-Turmberg,,,,"Streckenverlauf: Durlach - Hohenwettersbach - Palmbach - WaldbronnReine Wanderzeit: 3,5 Stunden, Treff mit anderen Wandergruppen ab 12 Uhr in WaldbronnKörperliche Anforderung:MittelKilometer Wegstrecke:11Höhenmeter:210 auf, 90 abÖPNV: D-Ticket oder KVV Tageskarte 4 Waben",https://kalender.karlsruhe.de/db/termine/sportveranstaltung/eine_von_mehreren_sternwanderungen_nach_waldbronn
Heimatstadt Karlsruhe Stadtführung,2025-08-04T14:00:00,Tourist-Information am Marktplatz,"Kaiserstraße 72-74, 76133 Karlsruhe",49.0097995,8.4041251,"Trotz seinen gerade einmal 300 Jahren blickt Karlsruhe auf eine bewegte Vergangenheit zurück. Als barocke Planstadt ein Novum seiner Zeit, hat sich die Stadt diesen Pioniergeist bis heute erhalten. Unterwegs mit unseren Stadtführern erfahren Sie alles über die Entstehung Karlsruhes und den Werdegang der Stadt zu einem wichtigen Kultur- und Innovationsstandort. Gespickt mit witzigen Anekdoten und den persönlichen Geheimtipps unserer besten Stadtkenner wird jede Führung ein besonderes Erlebnis.",https://kalender.karlsruhe.de/db/termine/stadtleben/heimatstadt_karlsruhe_stadtfuhrung-285
Theaterworkshop:Ferien in Fantasia!,2025-08-08T09:00:00,"Imagine, Schauspielschule für Kinder und Jugendliche","Ettlinger Straße5, 76133 Karlsruhe",,,"5 Tage Ferienspaß beim Theaterspielen!Wohin fahrt ihr in den Ferien? Auf den Mond? Auf eine Pirateninsel? Alles ist möglich!In unserem Theaterworkshop machen wir eine Reise ins Reich der Fantasie. Ihr könnt alles machen, überall hinfahren und alles sein, was ihr wollt. Ihr müsst es nur erfinden. Gemeinsam erobern wir die Bretter, die die Welt bedeuten und zeigen am Ende, was wir dort erlebt haben.Der Theaterkurs soll vor allem die Lust am Spiel, den Mut und das Selbstvertrauen wecken, sich in verschiedenen Rollen selbst zu entdecken.Ladet Eure Freunde und Familie zur Abschlussaufführung ein!",https://kalender.karlsruhe.de/db/termine/theater/theaterworkshopferien_in_fantasia-9
Ferien im Hallenbau – Workshop und Open Space in Kooperation mit ZKM und Kunsthalle Karlsruhe,2025-08-08T09:00:00,Städtische Galerie Karlsruhe,"Lorenzstraße 27, 76135 Karlsruhe",49.0003576,8.3834933,"Ihr habt Lust, in den Ferien gemeinsam mit anderen kreativ zu werden? Dann kommt zu uns in den Hallenbau! Eine Woche lang könnt ihr euch in unseren Workshops künstlerisch austoben und dabei gleich drei Museen kennenlernen! Die Staatliche Kunsthalle, die Städtische Galerie und das ZKM freuen sich auf jede Menge Kunstspaß mit euch!In unserem Vormittagsprogramm seid ihr Teil einer festen Gruppe, in der ihr euch frei mit unterschiedlichen Medien und Techniken ausprobieren könnt.Termin: 04/08 - 08.08.2025, 9-13 UhrKosten: 80 € (mit Karlsruher Kinderpass 26,70 €)Anmeldung und weitere Infos unter: workshops@zkm.de",https://kalender.karlsruhe.de/db/termine/ausstellungen/ferien_im_hallenbau_workshop_und_open
Rundgang Areal Alter Schlachthof Karlsruhe,2025-08-03T14:00:00,Alte Fleischmarkthalle - Schlachthofgelände,"Durlacher Allee 62, 76131 Karlsruhe",49.0052381,8.4366958,"Alter Schlachthof – KreativparkEin spannendes Areal, eine spannende Führung!Weshalb ist der Kreativpark Alter Schlachthof so besonders?Kaldaunenwäsche, rote Roben des Bundesverfassungsgerichts, Schlosslichtspiele, Planetarium...Was haben alle diese Dinge mit dem Areal des Alten Schlachthofs zu tun?Neugierig?Erfahren Sie bei unserer Tour wie alles begann, nämlich als Schlachthof, bis hin zum heutigen Kreativpark der sich noch immer weiterentwickelt und interessante Nachbarn wie z. B. das Schloss Gottesaue hat.Erleben Sie die besondere Atmosphäre auf diesem 7ha großen Areal bei einer ca. 1,5-stündigen Führung mit vielen Erzählungen bei dem Sie unter vielem anderen auch erfahren weshalb es dort spukt ...Mehr wird aber noch nicht verraten.Auch andere Termine sind auf Anfrage jederzeit möglich.Wer anschließend einkehren möchte findet ebenfalls zahlreiche Möglichkeiten, gerne geben wir auch hierzu Tipps.Start des Rundgangs direkt an der Durlacher Allee,  Kreuzung Tullastrasse, an den großen Buchstaben "" Alter Schlachthof "".Mindestteilnehmer: 6 PersonenUm Anmeldung wird gebetenPreis: 10,- Euro pro PersonTermine und weitere Infos: 0721 91679888 oder 01702935072http://stadtfuehrungen-karlsruhe.de",https://kalender.karlsruhe.de/db/termine/stadtleben/rundgang_areal_alter_schlachthof_karlsruhe-270
Rundgang Areal Alter Schlachthof Karlsruhe,2025-07-27T14:00:00,Alte Fleischmarkthalle - Schlachthofgelände,"Durlacher Allee 62, 76131 Karlsruhe",49.0052381,8.4366958,"Alter Schlachthof – KreativparkEin spannendes Areal, eine spannende Führung!Weshalb ist der Kreativpark Alter Schlachthof so besonders?Kaldaunenwäsche, rote Roben des Bundesverfassungsgerichts, Schlosslichtspiele, Planetarium...Was haben alle diese Dinge mit dem Areal des Alten Schlachthofs zu tun?Neugierig?Erfahren Sie bei unserer Tour wie alles begann, nämlich als Schlachthof, bis hin zum heutigen Kreativpark der sich noch immer weiterentwickelt und interessante Nachbarn wie z. B. das Schloss Gottesaue hat.Erleben Sie die besondere Atmosphäre auf diesem 7ha großen Areal bei einer ca. 1,5-stündigen Führung mit vielen Erzählungen bei dem Sie unter vielem anderen auch erfahren weshalb es dort spukt ...Mehr wird aber noch nicht verraten.Auch andere Termine sind auf Anfrage jederzeit möglich.Wer anschließend einkehren möchte findet ebenfalls zahlreiche Möglichkeiten, gerne geben wir auch hierzu Tipps.Start des Rundgangs direkt an der Durlacher Allee,  Kreuzung Tullastrasse, an den großen Buchstaben "" Alter Schlachthof "".Mindestteilnehmer: 6 PersonenUm Anmeldung wird gebetenPreis: 10,- Euro pro PersonTermine und weitere Infos: 0721 91679888 oder 01702935072http://stadtfuehrungen-karlsruhe.de",https://kalender.karlsruhe.de/db/termine/stadtleben/rundgang_areal_alter_schlachthof_karlsruhe-268
Walking Gruppe in de Waldstadt - Wir bringen sie in Bewegung,2025-07-25T18:00:00,Mitmach-Laden Waldstadt,"Königsberger Straße 37, 76139 Karlsruhe",49.0318631,8.4394017,"Das BewegungsCafe Karlsruhe möchte eine Walking-Gruppe in der Waldstadt aufbauen. Gesucht werden Menschen, die sich gerne gemeinsam an der frischen Luft bewegen möchten – ganz ohne Leistungsdruck.

Treffpunkt soll der MitmachLaden in der Königsberger Straße 37 sein. 

Bei Interesse einfach melden – wir bringen die Gruppe zusammen.",https://kalender.karlsruhe.de/db/termine/sportveranstaltung/walking_gruppe_in_de_waldstadt_wir_bringen
That's what She says,2025-07-23T18:00:00,KIT-Fakultät für Architektur,"Englerstraße 7, 76131 Karlsruhe",49.0111461,8.4106476,"Architekturstudierende sind überwiegend weiblich. Doch dort, wo 
entschieden, geforscht, gelehrt und geleitet wird, sind Architektinnen 
nach wie vor unterrepräsentiert.Zeit, das auch innerhalb des KITs zu ändern!In einem offenen Talkformat im Gartenhof des Architekturgebäudes 
bringen wir Architektinnen, Forscherinnen und Professorinnen auf die 
Bühne und laden alle Mitglieder der Fakultät ein, zuzuhören und sich 
auszutauschen.Es geht um Wege, Umwege und Widerstände – und um das, was SIE zu 
sagen hat. Ein Format für alle, die nicht unterbrechen oder erklären, 
sondern zuhören, Austausch suchen und Role Models finden wollen.mit:Prof.‘in Dr. Anna-Maria MeisterProf.’in Johanna Meyer-GrohbrüggeFrancesca TorzoDr. Katharina Voigt+Irene Gazillo & Hannah Knoop",https://kalender.karlsruhe.de/db/termine/architektur/thats_what_she_says
Information zur Neugestaltung des Kleinkinderspielplatzes im Zoologischen Stadtgarten,2025-07-22T15:30:00,Zoologischer Stadtgarten,"Festplatz 7, 76137 Karlsruhe",49.0017172,8.4000128,"Das Gartenbauamt lädt alle interessierten Kinder, Eltern und Anwohner*innen zu
einer Infoveranstaltung in den Zoologischen Stadtgarten ein. Der
Kleinkinderspielplatz soll erneuert werden. Dabei werden die ersten Ideen
vorgestellt und gemeinsam besprochen. Treffpunkt ist der Zentralspielplatz im
Stadtgarten.",https://kalender.karlsruhe.de/db/termine/stadtleben/information_zur_neugestaltung_des_kleinkinderspielplatz
Bücherblitz im Turmbergbad -- ENTFÄLLT --,2025-07-22T14:00:00,Durlach,Durlach Innenstadt,,,"Wir sind mit unserem Lastenfahrrad ""Bücherblitz"" im Turmbergbad Durlach und sorgen mit einer bunten Medienauswahl für Unterhaltung zwischendurch. An einzelnen Terminen bieten wir auch Vorlesen und andere Aktionen an. Kommt vorbei!  -- ENTFÄLLT --Zielgruppe:alle InteressiertenOrt:Turmbergbad Durlach, Alte Weingartener Str. 40, 76227 KarlsruheFoto: AdobeStock - zamuruev",https://kalender.karlsruhe.de/db/termine/literatur/bucherblitz_im_turmbergbad_entfallt_-3
KOLINGA,2025-08-05T20:30:00,Kulturzentrum Tollhaus,"Alter Schlachthof 35, 76131 Karlsruhe",49.0044252,8.4317094,"Für einen Mix aus Pop, Soul, Jazz, Hip-Hop, Folk, Rock und kongolesischem Rumba stehen Kolinga, die ursprünglich als Duo von Rébecca M’Boungou und Arnaud Estor gegründet wurden und sich mittlerweile zu einem Sextett entwickelt haben. Kolinga bedeutet verbinden oder auch lieben auf Lingala, der Hauptsprache der Demokratischen Republik Kongo. Rébecca M’Boungou hat kongolesische Wurzeln und ist aufgewachsen im Südwesten Frankreichs. Das Leben zwischen zwei Kulturen prägt ihre emotionale Musik, die sinnlich, virtuos und elegant ist und direkt in die Beine geht. Das 2022 erschienene Album „Legacy“ erzählt von Rébeccas Geschichte, ihrem familiären, persönlichen und spirituellen Erbe und von polyphoner Identität, von Erinnerungen an die Geschichte und der entwurzelten Gegenwart. Dabei ist die Musik voll betörender Virtuosität, mitreißender Grooves Grooves und farbenreicher Instrumentierung, über der die seidene Stimme von Frontfrau Rébecca M’Boungou wunderbar zum Tragen kommt.",https://kalender.karlsruhe.de/db/termine/musik/kolinga
Checkpoint Karlsruhe | 05.08.2025,2025-08-05T18:30:00,AIDS-Hilfe Karlsruhe e.V. - Zentrum für sexuelle Gesundheit,"Sophienstraße 102, 76135 Karlsruhe",49.0080257,8.3825952,"Jeden Dienstagabend von 18:30 - 20:00 Uhr können Sie sich in unserem Checkpoint auf HIVund andere sexuell übertragbare Infektionen (STI)testen lassen.Testung nur mit telefonischer Anmeldung unter 0721 / 35 48 16 0Hinweis: Bei Symptomen (z.B. Juckreiz, Ausfluss) bitte direkt in ärztliche Behandlung begeben. Wir sind KEINE ärztliche Einrichtung!Der Zugang ist barrierefrei!ZeSIA Karlsruhe | Sophienstraße 102, 76135 KarlsruheWeitere Infos unter: www.zesia-ka.de",https://kalender.karlsruhe.de/db/termine/checkpoint_karlsruhe05082025n
Erklärfilme und Comictutorials leicht gemacht,2025-08-05T17:00:00,Badische Landesbibliothek,"Erbprinzenstraße 15, 76133 Karlsruhe",49.0077978,8.3988823,"Kurze Videos im
Comicstil und Erklärfilme lockern jedes Referat auf. Aber wie gestalte ich sie
so, dass ich meine Zuschauer fessle und die Inhalte gut vermittle? Wir
erarbeiten Grundwissen zum Storytelling und testen eine
Videoerstellungssoftware in der freien Version.Anmeldung erforderlich bis zum 1.8.2025Veranstaltungsort: Seminarraum in der Lernwerkstatt",https://kalender.karlsruhe.de/db/termine/literatur/erklarfilme_und_comictutorials_leicht_gemacht-3
Experimente (5–7 Jahre): Licht,2025-08-05T15:30:00,Staatliches Museum für Naturkunde Karlsruhe,"Erbprinzenstraße 13, 76133 Karlsruhe",49.0069855,8.4001442,Naturwissenschaftliche Experimente für KinderUnsere Experimentekurse für 5- bis 7-Jährige – hier können Kinder verschiedene Themen aus den Naturwissenschaften spielerisch erforschen.Nach acht besuchten Kursen erhalten die Kinder ein Diplom.Mit freundlicher Unterstützung der Jugendstiftung der Sparkasse Karlsruhe.Dauer: ¾ StundeKosten inkl. Eintritt und MaterialAnmeldung online ab 18. Juni möglich,https://kalender.karlsruhe.de/db/termine/ausstellungen/experimente_57_jahre_licht-1
Experimente (5–7 Jahre): Licht,2025-08-05T14:30:00,Staatliches Museum für Naturkunde Karlsruhe,"Erbprinzenstraße 13, 76133 Karlsruhe",49.0069855,8.4001442,Naturwissenschaftliche Experimente für KinderUnsere Experimentekurse für 5- bis 7-Jährige – hier können Kinder verschiedene Themen aus den Naturwissenschaften spielerisch erforschen.Nach acht besuchten Kursen erhalten die Kinder ein Diplom.Mit freundlicher Unterstützung der Jugendstiftung der Sparkasse Karlsruhe.Dauer: ¾ StundeKosten inkl. Eintritt und MaterialAnmeldung online ab 18. Juni möglich,https://kalender.karlsruhe.de/db/termine/ausstellungen/experimente_57_jahre_licht
Ferienprogramm (8–10 Jahre): Wandertag der Tiere,2025-08-05T10:00:00,Staatliches Museum für Naturkunde Karlsruhe,"Erbprinzenstraße 13, 76133 Karlsruhe",49.0069855,8.4001442,Ferienprogramm für 8- bis 10-JährigeDauer: 3 Std.Anmeldung online ab 18. Juni möglich,https://kalender.karlsruhe.de/db/termine/ausstellungen/ferienprogramm_810_jahre_wandertag_der_tiere
Sprechstunde: Einfach digital!,2025-08-05T10:00:00,Stadtbibliothek Karlsruhe - Stadtbibliothek im Neuen Ständehaus,"Ständehausstraße 2, 76133 Karlsruhe",49.0089211,8.4003588,"Sie haben Fragen zu Ihrem Smartphone oder einer App? Ihr Tablet 
bereitet Ihnen Kopfzerbrechen? Das neue Update will einfach nicht 
funktionieren? In eineroffenen Sprechstunde jeden Dienstaghilft ein*e 
Mitarbeiter*in der Stadtbibliothek bei Problemenrund um Ihre digitalen 
Endgeräte(Smartphone, Tablet oder Laptop) und deren Nutzung.Bei Fragen zu unserer 
Online-Bibliothek ""Onleihe"" oder der Nutzung von E-Book-Readern besuchen
 Sie bitte unsere Onleihe-Sprechstunde jeden Mittwoch und Donnerstag.Zielgruppe:alle Menschen mit Fragen rund ums SmartphoneAnmeldung:ohne AnmeldungEintritt:kostenfreiOrt:Stadtbibliothek im Neuen Ständehaus, Infotheke im 1. OG",https://kalender.karlsruhe.de/db/termine/literatur/sprechstunde_einfach_digital-30
Dein Naturtagebuch,2025-08-05T09:30:00,Naturschutzzentrum Karlsruhe-Rappenwört,"Hermann-Schneider-Allee 47, 76189 Karlsruhe",48.9961878,8.3035929,"Erlebe die Natur mit allen Sinnen und lege dir dein persönliches Naturtagebuch an.Gemeinsam erkunden wir die Natur auf kreative Weise und folgen unserer Neugierde. Unsere Entdeckungen halten wir mit Stift und Papier fest. Dabei wirst du lernen, wie du dir dein eigenes Naturtagebuch (oder: Nature Journal) anlegen kannst. Die Natur steckt voller spannender Details, die darauf warten von dir entdeckt zu werden.Hinweis: Es geht nicht darum perfekte Zeichnungen anzufertigen. Im Vordergrund stehen die eigenen Beobachtungen und Wahrnehmungen, welche einen Weg ins Naturtagebuch finden sollen.Gerne kannst Du deine eigenen Stifte mitbringen und denke an wetterangepasste Kleidung und ein Vesper.Leitung:Lia RumpfKostenbeitrag:49 € + 3 € Materialkosten pro Kind für 2 TageAnmeldung mit Vorabüberweisung der Teilnehmegebühr bis 30.07.25 erforderlich.",https://kalender.karlsruhe.de/db/termine/stadtleben/dein_naturtagebuch-1
Stadtführung Karlsruhe,2025-08-04T17:00:00,City Tour durch Karlsruhe,,,,"Plant ihr, Karlsruhe ein wenig näher kennenzulernen? Die lebendige ehemalige Landeshauptstadt von Baden, wartet darauf, von euch entdeckt zu werden. Bei Stadtführungen in Karlsruhe könnt ihr Kultur, Sehenswürdigkeiten und Geschichte hautnah erleben. Eine geführte Tour bietet euch die Möglichkeit, die Schönheit und Vielfalt von Karlsruhe zu entdecken und euch begeistern zu lassen.Auch andere zusätzliche Termine sind jederzeit nach Rücksprache mit dem Veranstalter möglich.Treffpunkt: Direkt vor dem Rathaus der Stadt KarlsruhePreise:Erwachsene: Euro 10,00Kinder und Jugendliche 6-14 Jahre: freiInfoTel.: 0721/91679888 oder mobil 0170/2935072Internet: www.stadtfuehrungen-karlsruhe.deAnmeldung erforderlichMindestteilnehmerzahl: 6 Personen",https://kalender.karlsruhe.de/db/termine/stadtleben/stadtfuhrung_karlsruhe-191
"MVK Bigband ""Soul Latin Swing""",2025-08-03T11:00:00,Kaninchen- und Geflügelzuchtverein,"Kurzheckweg 21 (Litzelau), 76187 Karlsruhe",,,MVK Bigband spielt im Rahmen des Hähnchenfestes in Knielingen. Eintritt frei.,https://kalender.karlsruhe.de/db/termine/musik/mvk_bigband_soul_latin_swing
„Asymmetrie“. Kunstcamp Karlsruhe und Nancy 2025,,GEDOK Künstlerinnenforum,"Markgrafenstraße 14, 76131 Karlsruhe",49.0078673,8.4104912,"Teilnehmerinnen aus Karlsruhe: Silvia
 Asshoff-Graeter, Elsa Hagelskamp, Zhanna Khelemska (Janett), Bronislava
 von Podewils, Meggi Rochell, Olena
    YemchenkoTeilnehmerinnen aus Nancy: Jeannie Brie, Estelle Chrétien, Julie Freichel, Aurélie PertusotUm den künstlerischen Austausch 
zwischen den Partnerstädten zu verstärken, waren interessierte 
Künstlerinnen aus Nancy eingeladen, zusammen mit Künstlerinnen aus
    Karlsruhe an einem fünftägigen Kunstcamp mit anschließender 
vierwöchiger Ausstellung teilzunehmen. Ziel ist es, durch die intensive 
Arbeit im Kunstcamp zum Thema „Asymmetrie“ den Dialog zwischen
    Künstlerinnen aus den Partnerstädten Karlsruhe und Nancy mit ihren 
unterschiedlichen Arbeitsweisen und Techniken anzuregen bzw. zu 
vertiefen und so die Basis für eine nachhaltige Vernetzung zu
    schaffen.Eröffnung am Sonntag, 03.08.2025, 11 Uhr in Anwesenheit von Künstlerinnen",https://kalender.karlsruhe.de/db/termine/ausstellungen/asymmetrie_kunstcamp_karlsruhe_und_nancy2025n-1
TURNS: KAMUNA Special mit den Hertzlab-Residents,2025-08-02T21:00:00,Zentrum für Kunst und Medien (ZKM),"Lorenzstraße 19, 76135 Karlsruhe",49.0012852,8.3836005,"Erlebe Klangkunst hautnah in der Karlsruher Museumsnacht! Die ZKM-Residents laden zu einer Performance ein, die unter die Haut geht.Die Performance ist Teil der ZKM-SerieTURNS: SOUNDING OUT HEALTH– ein lebendiges Labor für die Zukunft von Klang und Gesundheit. Jeder der thematischen Zyklen von »TURNS« –SOUNDING CYCLES(Februar–April 2025),SOUNDING OUT HEALTH(Mai–August 2025) undSOUNDING OUT CONNECTION(September–Dezember 2025) – ist ein inhaltlicher Impuls, der transformative Perspektiven auf Sound eröffnet.",https://kalender.karlsruhe.de/db/termine/musik/turns_kamuna_special_mit_den_hertzlab_residents
